Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
9/30/2016,PerthAirport,6.3,19.1,0,3.2,5.2,SW,54,NNE,W,15,26,67,52,1008.9,1006.9,6,3,14.3,18.4,No
10/1/2016,PerthAirport,10.5,16.2,4.2,1,7,WSW,96,WSW,WSW,44,56,63,70,1004.4,1006.8,4,3,15,11.9,Yes
10/2/2016,PerthAirport,9.1,17.5,2.6,5.2,8.4,SW,65,SW,SW,39,30,49,51,1016.6,1017.9,6,6,14.8,16.1,Yes
10/3/2016,PerthAirport,7.1,19,0,4,1.8,WNW,39,WSW,WNW,7,17,75,82,1020,1019.2,8,7,15,16.5,No
10/4/2016,PerthAirport,11.4,21.1,4,3.6,7.8,NW,35,N,WNW,15,20,84,59,1018.9,1016,6,5,16.1,19.5,Yes
10/5/2016,PerthAirport,8.1,23.6,0,3,11.7,WNW,35,NNE,WNW,15,24,67,36,1014,1009.7,1,1,17.1,23.4,No
10/6/2016,PerthAirport,12,21.8,0,2.2,6.6,NW,48,NNW,WNW,17,26,76,55,1010.9,1010.5,8,6,18.7,21.4,No
10/7/2016,PerthAirport,14.7,24.7,0.2,3,8.7,N,37,NNE,WNW,24,22,76,50,1012.9,1009.6,6,6,18.8,24.2,No
10/8/2016,PerthAirport,15.2,18.7,7.4,5.4,1.9,WSW,59,NNW,WNW,15,33,91,69,1008.5,1008.8,7,8,16.3,17.4,Yes
10/9/2016,PerthAirport,12.7,19,7.4,3,6.7,SW,50,WSW,SSW,30,33,60,44,1021.6,1022.3,4,2,15.8,16.9,Yes
10/10/2016,PerthAirport,6.3,20.9,0,4.4,11.7,SW,37,E,W,17,22,48,40,1029.6,1026.1,1,0,14.9,20,No
10/11/2016,PerthAirport,9.1,26.1,0,5,11.8,E,43,E,E,28,11,47,21,1026.3,1021.5,0,0,16.5,25.5,No
10/12/2016,PerthAirport,13.2,32.6,0,6.4,11.8,ENE,54,NE,NNE,20,17,26,14,1017,1011.4,0,0,22.8,32.2,No
10/13/2016,PerthAirport,9.3,24.9,0,7,11.7,W,44,NNW,WSW,4,19,56,56,1011.9,1010.6,3,2,20.8,22.8,No
10/14/2016,PerthAirport,13.5,20.8,0.8,3.4,8.6,W,50,W,WNW,28,30,64,48,1012.3,1010.9,7,7,18.3,19.3,No
10/15/2016,PerthAirport,11.2,17.8,4,5.2,8.1,SW,65,SW,SW,30,35,67,39,1016.7,1018.7,7,3,13.4,17.7,Yes
10/16/2016,PerthAirport,4.9,20.4,0.6,5.4,11,SW,50,SSE,SW,22,28,42,43,1026.7,1024,2,1,15.6,18.9,No
10/17/2016,PerthAirport,6.6,20.1,0,4.4,6.6,SW,37,SSW,SW,22,19,54,57,1025.7,1022.5,7,7,16.2,18.8,No
10/18/2016,PerthAirport,10.6,21.8,0,4,11.9,E,46,ENE,SW,24,24,47,41,1024,1019.5,1,2,15.7,20.1,No
10/19/2016,PerthAirport,5.9,19.8,0,6,10.1,SSW,44,SSW,WSW,17,26,53,49,1017.5,1013.7,7,6,15.8,18.6,No
10/20/2016,PerthAirport,10,19.4,4.4,4.8,12,SSW,43,SSE,S,30,20,47,31,1019.7,1019.5,3,4,14.3,18.6,Yes
10/21/2016,PerthAirport,7.7,22,0,5.4,12,E,56,E,E,35,11,41,23,1028.2,1023.8,0,0,13.8,21.2,No
10/22/2016,PerthAirport,8.3,28.5,0,4.8,12,E,61,NE,N,22,13,28,10,1023.3,1016.9,0,0,19.1,27.8,No
10/23/2016,PerthAirport,8.8,29.3,0,8.8,12.5,WSW,39,N,W,7,24,22,19,1012,1009.7,0,0,23.2,25.7,No
10/24/2016,PerthAirport,8.6,22.1,0,6.6,10.6,WSW,48,SSE,SSW,17,31,55,53,1013.4,1011.7,5,6,19.1,20.2,No
10/25/2016,PerthAirport,7.1,20.3,0,4.8,10.3,SW,35,W,WSW,6,26,49,60,1016.8,1016.1,7,7,16.2,18.5,No
10/26/2016,PerthAirport,6.6,22.6,0,4.4,11.5,WSW,37,ENE,W,11,22,56,45,1020.7,1018.4,5,1,18,20.6,No
10/27/2016,PerthAirport,6.3,22.6,0,4,11.8,SW,43,SSW,WSW,17,35,49,41,1021,1017.9,3,1,18.7,21.7,No
10/28/2016,PerthAirport,5.9,22.2,0,6.4,12.2,W,44,SW,WSW,15,28,54,38,1015.3,1012,0,1,17.8,20.8,No
10/29/2016,PerthAirport,11.7,20.5,0.4,6,8.4,WSW,57,W,WSW,24,33,65,44,1013.1,1014.4,7,7,18.1,19.5,No
10/30/2016,PerthAirport,6.9,21.5,1.8,4.8,12.1,SW,43,SSE,WSW,15,30,38,36,1023.7,1020,1,0,15.8,20.1,Yes
10/31/2016,PerthAirport,10.7,22.9,0,5.4,12.2,WNW,52,E,SW,13,35,47,40,1021.8,1018.5,0,1,17,21.4,No
11/1/2016,PerthAirport,11.6,26.5,0,7.2,12.4,E,46,ESE,WSW,20,24,45,34,1020.4,1014.8,0,0,18.3,25.2,No
11/2/2016,PerthAirport,11.5,31,0,7.4,12.5,E,44,E,WSW,19,22,41,24,1014.6,1010.5,0,1,21.4,29.8,No
11/3/2016,PerthAirport,12.4,24.1,0,9.2,12.6,SW,41,SSW,SW,22,31,57,46,1016.7,1016.4,0,0,18,22.5,No
11/4/2016,PerthAirport,15.7,27.4,0,5.8,9.3,S,39,E,WSW,19,26,65,45,1022.1,1018.2,7,0,18.4,26.6,No
11/5/2016,PerthAirport,13.6,37.2,0,6.6,12.8,ENE,35,E,N,20,7,40,17,1017.9,1012.4,0,0,25.6,36.6,No
11/6/2016,PerthAirport,15.3,26.6,0,8.6,12.5,SW,54,SSW,SW,15,35,58,57,1014,1014.8,1,4,23.2,23,No
11/7/2016,PerthAirport,10.9,23.3,0,7.6,12.6,WSW,41,SE,SW,13,30,42,39,1019.5,1016.3,1,7,17.4,20.7,No
11/8/2016,PerthAirport,11.1,24,0,7.2,12.4,SW,48,ENE,WSW,9,26,45,40,1014.2,1010.1,0,1,18.5,21.4,No
11/9/2016,PerthAirport,10.9,21.6,0,8.4,8.1,W,44,SSW,SW,15,26,58,39,1011.5,1010.1,7,1,16.7,20.6,No
11/10/2016,PerthAirport,6.4,22.2,0,5,8,NW,50,N,WNW,13,28,51,83,1011.7,1009.2,2,8,19,17.5,No
11/11/2016,PerthAirport,7.9,21.2,0.6,6,10,WSW,46,SW,WSW,24,30,47,38,1016.1,1016.2,5,4,17.9,20.2,No
11/12/2016,PerthAirport,5.1,23.6,0,6,12.2,SW,48,S,SW,15,30,42,46,1022.1,1019.9,1,1,19.4,22,No
11/13/2016,PerthAirport,9.7,31.6,0,7,12.9,E,52,E,ESE,22,19,38,10,1023,1017.6,0,1,21.2,30.8,No
11/14/2016,PerthAirport,13.1,37.1,0,9.8,12.9,ENE,50,NE,NNE,31,17,12,6,1014.2,1008.6,0,0,28.5,36.2,No
11/15/2016,PerthAirport,17,36.8,0,10,12.5,WNW,43,NNE,WNW,20,24,15,59,1005.6,1004.6,0,4,32.1,24.7,No
11/16/2016,PerthAirport,18.3,21.8,0,7.8,4.3,NW,48,NNW,SSW,11,13,65,66,1004.6,1007.7,7,7,20.6,19.3,No
11/17/2016,PerthAirport,8.2,22.5,5,3.8,13.2,WNW,43,S,SW,13,28,40,38,1022.8,1020.8,1,0,17.1,21.2,Yes
11/18/2016,PerthAirport,7.8,30,0,7.8,12.8,SW,37,ENE,W,17,24,38,29,1020.1,1015.4,0,0,21.9,27.3,No
11/19/2016,PerthAirport,9,26.5,0,8.4,12.9,SW,46,SW,SW,7,28,45,36,1013.5,1011.8,1,4,22.2,24.8,No
11/20/2016,PerthAirport,12.7,23.6,0,9.2,10.6,SW,52,S,SW,28,37,38,40,1016.3,1015.2,5,1,20.9,22.3,No
11/21/2016,PerthAirport,8.8,22.6,0,7.4,12.6,S,44,ENE,SW,13,26,44,35,1020.8,1018,7,6,17.9,21.4,No
11/22/2016,PerthAirport,12.6,28.9,0,7.4,13.2,E,57,E,SW,24,31,29,25,1019.6,1015.6,0,0,21.6,27.5,No
11/23/2016,PerthAirport,13.2,33.1,0,9.4,13.2,E,56,ENE,SW,22,31,28,17,1018.5,1015.5,1,1,25.7,31.3,No
11/24/2016,PerthAirport,18.4,34.6,0,12.6,13,E,69,E,SE,24,9,30,14,1018.7,1015.1,0,1,26,33.6,No
11/25/2016,PerthAirport,16.7,35.2,0,11.6,13,E,69,NE,W,26,13,30,14,1017.4,1013.5,0,1,25.9,35.2,No
11/26/2016,PerthAirport,18.9,38.2,0,11.8,13.1,ENE,44,NE,WNW,22,17,19,8,1014,1010.2,1,1,32,37.1,No
11/27/2016,PerthAirport,12.9,32,0,11.4,13.2,SW,39,SSW,SW,13,28,36,23,1013.2,1012.9,0,0,26.9,31.3,No
11/28/2016,PerthAirport,13.4,29.9,0,9.2,13.1,W,37,E,WSW,6,26,45,40,1015.4,1013.3,1,0,22.9,26.6,No
11/29/2016,PerthAirport,13.2,28.3,0,10.2,13.2,W,46,SSW,WSW,17,30,51,41,1017.1,1013.2,1,3,21.4,26.1,No
11/30/2016,PerthAirport,15,27.4,0,8,13.1,SW,43,S,SW,11,31,44,37,1014.4,1012.7,1,3,22.5,24.7,No
12/1/2016,PerthAirport,11,25.2,0,9,10.2,SW,41,SE,SW,13,28,53,38,1016.4,1013.5,7,7,20,23.2,No
12/2/2016,PerthAirport,13.3,29.1,0,7.4,12.8,E,43,E,WSW,9,22,42,34,1012.6,1008.8,1,2,21.5,26.5,No
12/3/2016,PerthAirport,13.7,23.5,0,7.8,9.6,WSW,52,SSW,W,20,22,48,58,1009.1,1008.7,8,7,20.9,21.8,No
12/4/2016,PerthAirport,13.7,24.5,0.6,6.2,12.2,W,44,SE,WSW,20,30,39,34,1015.3,1012.6,2,1,18.4,22.2,No
12/5/2016,PerthAirport,11.6,24.8,0,10,12.7,SW,50,SE,SW,15,35,46,35,1015.2,1013.7,1,0,19.3,23.2,No
12/6/2016,PerthAirport,10.7,25.5,0,11.8,12.7,W,43,SSW,SW,9,28,47,40,1016.8,1013.8,7,1,21.6,23.6,No
12/7/2016,PerthAirport,17.3,24.6,0,8.6,11.3,SW,52,SSW,SW,31,31,58,39,1016.4,1015.3,5,0,21.2,23.2,No
12/8/2016,PerthAirport,13.4,30.9,0,11.4,11.3,ESE,61,ESE,ESE,26,20,34,13,1020.1,1015.2,0,0,20.5,29.7,No
12/9/2016,PerthAirport,13.5,36,0,8,13.3,E,41,ENE,SW,22,30,24,12,1014.6,1011.4,0,0,27.1,34.2,No
12/10/2016,PerthAirport,15.3,39.1,0,12,13.3,E,46,NE,WNW,24,22,13,17,1010.7,1009.7,0,1,33.3,30.9,No
12/11/2016,PerthAirport,16.2,30.7,0,10.6,8,SW,52,WSW,SW,20,22,60,30,1011.5,1007.3,1,7,23.7,27.6,No
12/12/2016,PerthAirport,17.8,24.7,7,7.6,6,SSW,50,NW,SE,7,28,89,56,1010.1,1011.1,7,7,20,21.5,Yes
12/13/2016,PerthAirport,14.9,26.4,0,5.2,11.8,W,39,SSE,W,19,30,52,41,1020.5,1017.7,5,0,19.1,25.1,No
12/14/2016,PerthAirport,15.1,31.2,0,8.6,13.3,E,46,ESE,E,20,19,47,25,1021.4,1016.4,0,1,22.4,30.3,No
12/15/2016,PerthAirport,17.2,33.8,0,9,10.2,SW,44,NE,WSW,24,28,31,15,1012.1,1009.5,5,7,27.7,31.9,No
12/16/2016,PerthAirport,17.3,30.9,0,10.6,13.3,ESE,57,ESE,SSE,19,20,45,22,1013.9,1010.7,1,0,22,30.6,No
12/17/2016,PerthAirport,14.1,30.7,0,11,13.1,E,61,E,SSW,33,30,40,34,1014.2,1010.1,0,1,21.7,28,No
12/18/2016,PerthAirport,14.7,25.9,0,10.4,13.1,WSW,48,SSW,WSW,26,31,45,47,1012.8,1012.3,1,0,21.8,24.5,No
12/19/2016,PerthAirport,13.7,28,0,8.8,13.2,SW,39,ESE,SW,15,30,44,39,1016.6,1013.5,0,0,21.4,26.4,No
12/20/2016,PerthAirport,15.8,34.4,0,10,13.3,E,54,E,ESE,28,19,38,17,1015.2,1010.2,0,0,23.7,33.5,No
12/21/2016,PerthAirport,20.1,42.8,0,11.4,13,E,67,ENE,NNE,37,30,22,12,1008,1001.9,1,1,30.6,41.9,No
12/22/2016,PerthAirport,20.2,27.7,0,13.2,9.4,SW,43,SW,SW,24,30,64,44,1009.9,1008,7,0,21.6,26.5,No
12/23/2016,PerthAirport,15.7,34.1,0,9.4,13.2,SW,48,ENE,SW,19,33,37,22,1009.1,1005.2,0,0,26.9,32.6,No
12/24/2016,PerthAirport,16.6,31.4,0,13,13.1,SW,48,SSW,SW,13,31,41,42,1007,1004.2,1,0,25.2,28.7,No
12/25/2016,PerthAirport,17.8,34,0,11.8,13.2,E,56,SSE,ESE,24,19,41,24,1011.2,1007.4,1,0,24.1,32.8,No
12/26/2016,PerthAirport,16.2,33.8,0,12.2,13.1,ENE,59,E,WSW,17,31,39,41,1006.6,1003.6,0,1,25.8,26.2,No
12/27/2016,PerthAirport,16.3,23.2,0.4,8.4,11.1,SW,61,SSW,SSW,41,41,41,37,1005.9,1006.7,6,1,20.1,21.7,No
12/28/2016,PerthAirport,8.9,23.5,0.6,8.2,13.1,SSW,48,S,WSW,30,31,39,36,1012.1,1010.6,7,1,19.4,22.7,No
12/29/2016,PerthAirport,9.5,24.8,0,9.6,13.2,W,39,S,SW,9,22,41,41,1013.7,1010.1,1,0,19.2,23.5,No
12/30/2016,PerthAirport,10.6,24.2,0,7,13.1,SW,56,WSW,WSW,9,33,51,43,1009,1007.9,1,2,20,23.5,No
12/31/2016,PerthAirport,12.1,28.9,0,8,13.2,SW,48,SSE,WSW,15,31,46,35,1016.1,1012.9,1,1,20.3,27.4,No
1/1/2017,PerthAirport,16.1,32.8,0,12.6,13.3,E,57,E,WSW,26,20,41,14,1017.4,1012.6,0,0,22.8,32.1,No
1/2/2017,PerthAirport,16.2,37.4,0,11.6,13.2,E,57,NE,ESE,20,20,29,12,1013.8,1010,0,0,28.1,37,No
1/3/2017,PerthAirport,18.7,40.2,0,12.2,13.3,E,43,NE,E,24,7,23,8,1010.8,1007.3,0,0,31.5,39.6,No
1/4/2017,PerthAirport,19.8,43.3,0,12.6,13.3,ENE,39,ENE,WSW,19,15,17,10,1007.8,1005.3,1,1,34.5,38.1,No
1/5/2017,PerthAirport,20.6,25.6,0,11.8,8.3,SW,57,SW,WSW,20,30,71,54,1007.6,1007.5,7,5,22,23.9,No
1/6/2017,PerthAirport,16.5,24.1,0,10,9.3,SW,52,SW,SW,26,35,44,43,1011.7,1009.5,7,3,19.6,23,No
1/7/2017,PerthAirport,9.5,26.5,0,7.2,12.9,WSW,46,ESE,WSW,7,33,48,43,1012.4,1009.5,1,0,20.2,24.3,No
1/8/2017,PerthAirport,15.5,31.6,0,7.8,13.1,SW,41,SE,SW,7,30,42,35,1011.7,1008.9,0,0,24.2,29.9,No
1/9/2017,PerthAirport,17.9,36.4,0,10,13.1,E,43,E,WSW,24,26,38,24,1012.1,1007.5,0,0,25.1,34.8,No
1/10/2017,PerthAirport,19.7,36.4,0,12.6,13.1,SW,37,E,W,15,26,29,24,1010.5,1007.9,0,0,28.5,35,No
1/11/2017,PerthAirport,21.8,37.6,0,12.4,13.1,SW,43,NE,W,11,24,35,35,1006,1003.2,0,1,30.4,31,No
1/12/2017,PerthAirport,16.8,24.7,0,10.6,10.8,SW,56,SSW,SW,35,39,36,39,1008.1,1008.5,4,3,22.6,23.3,No
1/13/2017,PerthAirport,8,27.2,0,8.2,13.1,SW,39,ENE,WSW,15,24,40,37,1015.7,1012.1,0,0,19.3,25.8,No
1/14/2017,PerthAirport,13.2,37.7,0,9,13.1,E,41,ENE,SW,17,15,33,11,1013.2,1009.4,0,0,25.9,36.9,No
1/15/2017,PerthAirport,13.6,35.5,0,13,13.1,SW,39,SW,SW,11,24,30,31,1008.4,1005.7,0,1,28.6,32.8,No
1/16/2017,PerthAirport,16.2,28.1,0,10,11.5,SW,54,SSW,SW,15,35,53,45,1010.3,1008.8,4,1,21.5,25.7,No
1/17/2017,PerthAirport,15.9,31.4,0,7.4,13.2,E,56,E,SSE,30,17,42,25,1014.6,1010.9,0,0,21.8,29.7,No
1/18/2017,PerthAirport,16.7,34.4,0,13.2,9.2,E,61,ENE,SW,28,15,40,20,1011.2,1006.2,1,7,24.4,32.6,No
1/19/2017,PerthAirport,16.8,25.8,0,10,11.8,WSW,50,SSW,SW,28,33,52,41,1011.9,1010.7,6,1,20.9,23.6,No
1/20/2017,PerthAirport,13.4,28.5,0,10,13.1,WSW,39,E,WSW,15,24,41,35,1012.3,1009.5,0,0,21.8,26.9,No
1/21/2017,PerthAirport,12.4,34.5,0,8.2,13,SW,44,SSW,SW,13,31,44,24,1008.9,1005,0,0,24.1,32.3,No
1/22/2017,PerthAirport,15.8,26.3,0,9.2,13,SW,52,S,SW,28,28,56,37,1010.1,1010.5,1,1,21.9,24.8,No
1/23/2017,PerthAirport,9.6,26.9,0,9.2,12.7,SSW,54,SSW,SW,19,35,47,37,1016.7,1015.2,1,0,20.9,25.3,No
1/24/2017,PerthAirport,12.1,33.6,0,9.4,13.2,E,46,ENE,WSW,24,26,38,24,1018.1,1014.3,0,0,22.7,32.6,No
1/25/2017,PerthAirport,16.7,39.9,0,10.8,13.2,E,48,ENE,NE,20,17,26,10,1016.9,1012.8,0,0,28.3,39.6,No
1/26/2017,PerthAirport,21.7,41.9,0,13.8,13,NE,43,NE,WSW,26,20,11,7,1013,1009,0,0,34.3,41.2,No
1/27/2017,PerthAirport,20.7,36.1,0,14.2,12.9,E,50,SW,WSW,11,26,31,33,1009.9,1007.4,3,1,29.6,34.1,No
1/28/2017,PerthAirport,19.8,39.8,0,13,12.7,ESE,54,E,SW,31,26,38,26,1008.8,1004.2,2,1,26.9,36.9,No
1/29/2017,PerthAirport,22.2,25.6,0.2,11.2,0.3,ESE,57,W,NW,11,11,85,79,1011.2,1010.3,8,8,22.3,24.3,No
1/30/2017,PerthAirport,16.5,19.7,5.8,1.4,0,E,48,ENE,SE,19,17,91,88,1017.3,1014.3,8,8,16.8,18.4,Yes
1/31/2017,PerthAirport,15.8,22.1,33.8,3.6,0,E,43,E,SE,13,24,89,88,1014.7,1011.7,7,7,17.4,19.4,Yes
2/1/2017,PerthAirport,17.3,30.2,2,1,11.2,ENE,41,ESE,ENE,17,22,65,49,1018.1,1015.8,1,2,22,28.1,Yes
2/2/2017,PerthAirport,18.3,31.7,0,6.4,8,E,41,E,E,19,19,72,48,1017.5,1012.2,7,1,21.9,30.5,No
2/3/2017,PerthAirport,18.8,33.6,0,5.4,12.2,SSW,41,SW,SSW,13,31,52,38,1009,1006.5,5,1,28.4,31.7,No
2/4/2017,PerthAirport,16.1,29.4,0,9.8,12.5,WSW,41,SW,WSW,17,30,57,47,1009.2,1007.3,0,0,23,27.3,No
2/5/2017,PerthAirport,17.3,30.2,0,10.4,12.6,ESE,63,ESE,SSE,30,22,52,33,1012.2,1008.8,1,1,22.3,29.5,No
2/6/2017,PerthAirport,16.7,33.8,0,9.6,12.3,E,54,E,SSE,30,13,46,26,1010.7,1005.8,0,1,23.2,33.2,No
2/7/2017,PerthAirport,20.5,29.6,0,9.6,7.8,SW,57,NE,SW,13,37,58,55,1004.3,1004,6,6,27.1,23.9,No
2/8/2017,PerthAirport,14.6,26.7,0,7.6,12.5,SSE,59,SSE,SSE,31,35,41,23,1012.7,1009.9,6,2,19.2,25.5,No
2/9/2017,PerthAirport,14.1,17.1,2,10,0,ESE,56,ESE,SE,24,24,83,82,1012.4,1008.8,7,7,15,16.9,Yes
2/10/2017,PerthAirport,14.9,21.3,74.8,14.4,0,ESE,81,SE,SSE,20,19,86,86,1007.5,1007.4,8,8,16.7,19.8,Yes
2/11/2017,PerthAirport,16.7,24.8,10,2,4.6,E,74,ESE,ESE,35,33,74,66,1009.4,1010.9,7,7,21,23.4,Yes
2/12/2017,PerthAirport,19.7,27.9,0,3.8,7.5,E,61,E,ESE,37,31,71,54,1015.3,1014.1,7,6,21.4,27.5,No
2/13/2017,PerthAirport,21.1,34.2,0.2,10.6,7.2,E,48,ENE,SE,24,9,69,50,1013.6,1010.5,7,7,25.4,32.7,No
2/14/2017,PerthAirport,23.7,30.5,0.4,4.6,11,W,33,SSW,W,19,20,66,57,1012.2,1012.1,6,1,28.2,29.4,No
2/15/2017,PerthAirport,19.2,32.3,0,8,9,ESE,39,ENE,ENE,20,13,71,51,1015.2,1011.9,7,7,24.5,30.5,No
2/16/2017,PerthAirport,18.1,31.3,0,8.2,11.3,ESE,56,ESE,W,11,22,56,47,1015,1012.1,1,1,22.7,29.4,No
2/17/2017,PerthAirport,15.9,32.2,0,8.4,12.3,E,48,E,E,26,20,50,28,1018.7,1015.8,0,0,21.4,31.9,No
2/18/2017,PerthAirport,17.1,34.8,0,9,12.4,E,57,E,E,24,28,49,26,1019.5,1015.8,0,0,23.5,34,No
2/19/2017,PerthAirport,22.9,38.4,0,11,12.3,E,48,ENE,W,19,24,34,36,1014.4,1011.3,0,1,29.6,34.9,No
2/20/2017,PerthAirport,20.1,27.2,0,8.8,11.3,SW,44,SSW,SW,19,26,62,47,1013.3,1010.5,3,4,22.2,24.2,No
2/21/2017,PerthAirport,16.3,23.1,0.4,12,10.2,WSW,59,SW,SW,43,41,55,35,1014.2,1015.3,7,4,19.4,22.4,No
2/22/2017,PerthAirport,7.8,24.7,0,7,11.9,SW,41,S,SW,15,30,48,42,1021.9,1019.4,3,1,19.3,24.1,No
2/23/2017,PerthAirport,10.2,32.1,0,7.8,11.9,SW,33,ENE,WSW,22,19,52,25,1021.8,1018.5,1,0,21.9,31.3,No
2/24/2017,PerthAirport,16.1,36.4,0,9.6,12.1,E,52,ENE,ENE,28,17,37,14,1020.6,1016.7,0,0,26.3,36.3,No
2/25/2017,PerthAirport,21.5,39,0,9.8,12.1,E,37,NE,WSW,24,7,25,12,1015.7,1011.3,0,0,30.7,38.3,No
2/26/2017,PerthAirport,16.5,30.2,0,10.8,12.1,SW,33,SSW,W,11,20,61,52,1011.7,1011.4,1,1,24,27.2,No
2/27/2017,PerthAirport,13.2,30.5,0,5.8,11.8,W,37,S,W,6,24,55,46,1015.2,1013.2,1,1,23.1,28.1,No
2/28/2017,PerthAirport,16.3,33.8,0,7.4,11.9,E,31,E,W,15,20,51,40,1014.9,1012,1,3,25.2,32.5,No
3/1/2017,PerthAirport,20.3,38.1,0,8.4,11.5,NNE,50,ENE,WSW,26,17,53,32,1013.8,1010.7,1,1,26.7,37,No
3/2/2017,PerthAirport,21.9,29.1,6.8,10,0.7,NNW,39,SSE,SW,20,17,91,82,1015.8,1015.5,8,8,24.1,25.2,Yes
3/3/2017,PerthAirport,19,36.5,0,2.2,11.1,SW,37,SSW,SW,9,26,65,32,1016,1012.9,2,1,26.3,34.8,No
3/4/2017,PerthAirport,23.4,35.7,0,9,11.6,SE,35,ESE,SE,11,15,51,30,1015.7,1012.7,3,3,27,35.5,No
3/5/2017,PerthAirport,21.1,36.1,0,9.2,11.4,E,39,E,S,24,11,54,28,1015.8,1011.9,1,4,25.3,35.1,No
3/6/2017,PerthAirport,18,35.6,0,8,11.8,WSW,31,NNE,W,9,19,53,37,1013.4,1010.4,1,0,26.4,33.7,No
3/7/2017,PerthAirport,16.1,35.3,0,9,10.8,SW,33,NW,SW,6,24,66,40,1013.1,1009,1,7,24.5,34.1,No
3/8/2017,PerthAirport,21.4,35,0,7.4,11.7,ESE,41,ESE,SSW,15,11,54,31,1010.9,1008.1,3,7,25.6,34.1,No
3/9/2017,PerthAirport,17,32.3,0,7.6,11,SE,48,SE,SSE,17,20,65,39,1013,1009.2,5,1,22,31.7,No
3/10/2017,PerthAirport,19.6,30.1,0,7,11.3,SE,50,SE,SE,30,28,58,34,1013.6,1011.2,1,0,22.6,29.6,No
3/11/2017,PerthAirport,15.4,30.4,0,7.4,10.9,ENE,57,E,ESE,37,24,55,26,1016.9,1013.4,2,3,19.6,30.4,No
3/12/2017,PerthAirport,17.9,25.1,0,11.2,0.5,E,54,ENE,W,24,26,47,67,1011.6,1008.6,7,8,20.9,23.1,No
3/13/2017,PerthAirport,20.3,23.8,3.4,2.2,3.9,WNW,46,WNW,WNW,26,28,72,58,1007.4,1008.6,7,7,23.5,22.6,Yes
3/14/2017,PerthAirport,15.2,24,0.8,5,7.3,NW,63,WNW,WNW,28,33,66,51,1011.1,1010.1,6,7,21.1,22.8,No
3/15/2017,PerthAirport,13.5,24.9,1.4,5.8,10.6,SW,43,SSE,SW,24,20,50,28,1019.2,1017.6,4,1,19.9,23.8,Yes
3/16/2017,PerthAirport,11,28.3,0,8,11.1,E,54,ENE,NNE,24,11,48,25,1018.3,1013.3,0,0,19.5,28.3,No
3/17/2017,PerthAirport,9.2,24.8,0,4.8,10.1,W,39,SSW,W,13,24,50,55,1011.3,1010.8,0,3,19.5,22.9,No
3/18/2017,PerthAirport,16.2,20.5,0.4,5.4,0.1,SSW,43,SSW,SSW,28,20,91,56,1017.1,1018.3,8,8,17.3,19.3,No
3/19/2017,PerthAirport,7.9,24.4,0,4,11.2,E,41,SSE,S,17,24,47,25,1024.5,1020.3,1,0,18.3,23.8,No
3/20/2017,PerthAirport,12.1,26.5,0,6.2,10.4,E,46,ENE,SE,33,24,47,29,1020.2,1014.3,0,2,17.4,25.3,No
3/21/2017,PerthAirport,17.3,21.3,0,8,1.2,E,78,E,E,41,44,49,79,1009.8,1005.1,7,7,18.9,17.6,No
3/22/2017,PerthAirport,15.8,24.7,4.8,2.6,7.4,NE,54,NW,NW,30,30,72,62,1007.9,1008,5,5,20.4,22.6,Yes
3/23/2017,PerthAirport,16.5,24.6,0.4,4.6,9.6,SW,43,SSW,WSW,17,28,73,50,1013.6,1012.3,5,5,20.4,23.9,No
3/24/2017,PerthAirport,14.5,27.3,0,3.4,10.6,WSW,31,SSW,WSW,11,24,69,53,1016.5,1012.3,1,4,20,25.2,No
3/25/2017,PerthAirport,15.5,28.2,0,5.6,10.9,E,39,E,WSW,22,17,60,51,1012.4,1008.5,1,1,21.2,25.6,No
3/26/2017,PerthAirport,16,22.9,1.8,5.6,9.4,WSW,56,WSW,SW,35,37,50,44,1013.3,1015.8,3,4,19.7,20.5,Yes
3/27/2017,PerthAirport,6.3,24,0,6.2,10.3,SSW,37,NNE,SW,7,19,53,31,1023.8,1019.6,1,5,16.8,23.7,No
3/28/2017,PerthAirport,6.9,23.5,0,5.4,7.8,SW,39,N,SW,6,24,62,58,1019.6,1017.4,2,6,17.3,21.9,No
3/29/2017,PerthAirport,12.7,24.9,0,4,11,ESE,50,ESE,ESE,31,28,44,20,1025.1,1021.7,0,0,16.8,24.2,No
3/30/2017,PerthAirport,12.9,28.1,0,7.4,11.1,E,54,ENE,SSE,30,9,41,24,1023.4,1020,0,0,18,27.7,No
3/31/2017,PerthAirport,10.7,29.9,0,6.2,10.9,ESE,54,ENE,E,13,17,35,19,1023,1020.5,1,0,20.7,29.3,No
4/1/2017,PerthAirport,14.7,30.1,0,8.2,10.8,E,56,E,E,31,17,49,19,1024,1020.3,0,0,19.6,30.1,No
4/2/2017,PerthAirport,17.1,31.7,0,8,10.9,ENE,39,ENE,S,22,11,31,17,1021.7,1018.6,0,0,23.5,31,No
4/3/2017,PerthAirport,11.1,32.6,0,6.8,10.8,ESE,43,ENE,WSW,13,22,32,14,1022.7,1020.5,0,0,23.6,32.2,No
